id,institution,program,degree,season,decision,notification,decision_date,decision_timestamp,gpa,gre_verbal,gre_quant,gre_writing,is_new_gre,gre_subject,status,post_date,post_timestamp,comments
217063,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,,,,,,,American,"(12, 2, 2010)",1265950800,I guess they found that I am too progressive for their stupid neocon. mentality lol
217068,Yale University,Political Science,PhD,F10,Rejected,Website,"(12, 2, 2010)",1265950800.0,,,,,,,American,"(12, 2, 2010)",1265950800,
217073,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,,,,,,,International,"(12, 2, 2010)",1265950800,
217076,Yale University,Political Science,PhD,F10,Rejected,Website,"(12, 2, 2010)",1265950800.0,3.55,730.0,730.0,6.0,False,,American,"(12, 2, 2010)",1265950800,
217077,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,3.5,710.0,800.0,5.0,False,,American,"(12, 2, 2010)",1265950800,
217079,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,3.67,780.0,600.0,5.0,False,,American,"(12, 2, 2010)",1265950800,(600v/780q) 3.67gpa  tskinner
217084,Yale University,Political Science,PhD,F10,Rejected,Website,"(12, 2, 2010)",1265950800.0,,,,,,,International,"(12, 2, 2010)",1265950800,
217085,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,,,,,,,International with US Degree,"(12, 2, 2010)",1265950800,My first rejection.
217087,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,,,,,,,,"(12, 2, 2010)",1265950800,
217088,Yale University,Government Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,,,,,,,American,"(12, 2, 2010)",1265950800,No surprise.
217090,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,,,,,,,,"(12, 2, 2010)",1265950800,email to check site
217091,Yale University,Political Science,PhD,F10,Rejected,Website,"(12, 2, 2010)",1265950800.0,,,,,,,International with US Degree,"(12, 2, 2010)",1265950800,comparativist
217092,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,,,,,,,International,"(12, 2, 2010)",1265950800,email link to decision
217093,Yale University,Political Science,PhD,F10,Rejected,Website,"(12, 2, 2010)",1265950800.0,,,,,,,American,"(12, 2, 2010)",1265950800,"already accepted at somewhere better, so whatever."
217094,Yale University,POLITICAL SCIENCE,PhD,F10,Rejected,Website,"(12, 2, 2010)",1265950800.0,,,,,,,American,"(12, 2, 2010)",1265950800,SIGH
217096,Yale University,Political Science,PhD,F10,Rejected,Website,"(12, 2, 2010)",1265950800.0,,,,,,,International with US Degree,"(12, 2, 2010)",1265950800,
217099,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,,,,,,,,"(12, 2, 2010)",1265950800,oh well. what successful or famous person ever got into yale.
217100,Yale University,Political Science,PhD,F10,Rejected,Website,"(12, 2, 2010)",1265950800.0,,,,,,,International,"(12, 2, 2010)",1265950800,IR subfield :/
217101,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,,,,,,,American,"(12, 2, 2010)",1265950800,Theory.  0/3
217102,Yale University,Political Science,PhD,F10,Rejected,Website,"(12, 2, 2010)",1265950800.0,3.8,720.0,720.0,4.5,False,,American,"(12, 2, 2010)",1265950800,Theory. Email directing me to the website.
217103,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,,,,,,,American,"(12, 2, 2010)",1265950800,I am SHOCKED. My mom totally thought that I'd get in since I'm so special!
217108,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,,,,,,,American,"(12, 2, 2010)",1265950800,
217109,Yale University,Political Science,PhD,F10,Rejected,Website,"(12, 2, 2010)",1265950800.0,,,,,,,American,"(12, 2, 2010)",1265950800,
217110,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(12, 2, 2010)",1265950800.0,,,,,,,International with US Degree,"(12, 2, 2010)",1265950800,email to check the site....damn...
217111,Yale University,Political Science,PhD,F10,Rejected,Website,"(12, 2, 2010)",1265950800.0,,,,,,,International with US Degree,"(12, 2, 2010)",1265950800,
217114,Yale University,Political Science,PhD,F10,Rejected,Website,"(12, 2, 2010)",1265950800.0,,,,,,,International,"(12, 2, 2010)",1265950800,"No email, just checked the site."
217452,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(11, 2, 2010)",1265864400.0,,,,,,,International with US Degree,"(11, 2, 2010)",1265864400,gradcafe id: politico33
217471,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(11, 2, 2010)",1265864400.0,,,,,,,International with US Degree,"(11, 2, 2010)",1265864400,harumphhhhhhhhhhhhh. 800 800
217480,Yale University,Political Science,PhD,F10,Accepted,E-mail,"(11, 2, 2010)",1265864400.0,,,,,,,American,"(11, 2, 2010)",1265864400,American Politics.  At a bit of a loss for words right now.
217481,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(11, 2, 2010)",1265864400.0,,,,,,,International with US Degree,"(11, 2, 2010)",1265864400,$!~$!@$*(
217483,Yale University,Political Science,PhD,F10,Accepted,E-mail,"(11, 2, 2010)",1265864400.0,,,,,,,American,"(11, 2, 2010)",1265864400,
217486,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(11, 2, 2010)",1265864400.0,,,,,,,American,"(11, 2, 2010)",1265864400,
218503,Yale University,Political Science,PhD,F10,Rejected,Other,"(9, 2, 2010)",1265691600.0,3.7,680.0,690.0,6.0,False,,American,"(9, 2, 2010)",1265691600,Found out unofficially from potential advisor.
219064,Yale University,Political Science,PhD,F10,Accepted,E-mail,"(4, 2, 2010)",1265259600.0,,,,,,,American,"(7, 2, 2010)",1265518800,
219738,Yale University,Political Science,PhD,F10,Rejected,E-mail,"(4, 2, 2010)",1265259600.0,,,,,,,American,"(4, 2, 2010)",1265259600,Informal email in response to my inquiry. Sent at 4:17pm Wednesday.
220200,Yale University,Political Science,PhD,F10,Other,E-mail,"(2, 2, 2010)",1265086800.0,,,,,,,American,"(2, 2, 2010)",1265086800,Applied as IR; I have also been redirected to an MA (East Asian Studies)
220276,Yale University,Political Science,PhD,F10,Other,E-mail,"(1, 2, 2010)",1265000400.0,,,,,,,American,"(1, 2, 2010)",1265000400,"Told that I'm likely rejected, but they want me to apply to their partial-to-fully funded master's program, so I'm not devastated. I'll likely take it if I get in and get rejected by the other top 10 depts to which I applied."
222481,Yale University,Political Science,PhD,,Rejected,E-mail,"(20, 5, 2009)",1242792000.0,,,,,,,International,"(20, 5, 2009)",1242792000,"Rejected off waitlist. After having received an informal email a few weeks ago, I today got the official letter informing me of the fact that they won't be able to accept people from the waitlist."
223303,Yale University,Political Science,PhD,,Rejected,E-mail,"(15, 4, 2009)",1239768000.0,,,,,,,International,"(15, 4, 2009)",1239768000,Informal email from director of graduate studies informing me that they won't be able to admit people from the wait list this year. Formal rejection will follow. Bad luck...
239311,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(18, 2, 2009)",1234933200,
239401,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(17, 2, 2009)",1234846800,
239646,Yale University,Political Science,PhD,,Other,Postal Service,"(17, 2, 2009)",1234846800.0,,,,,,,American,"(17, 2, 2009)",1234846800,"Funding package: full tuition, $25,500/year, full health insurance"
240140,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(15, 2, 2009)",1234674000,
240160,Yale University,Political Science,PhD,,Wait listed,E-mail,"(12, 2, 2009)",1234414800.0,,,,,,,International with US Degree,"(15, 2, 2009)",1234674000,
240281,Yale University,Political Science,PhD,,Wait listed,E-mail,"(11, 2, 2009)",1234328400.0,,,,,,,International,"(14, 2, 2009)",1234587600,
240478,Yale University,Political Science,PhD,,Rejected,E-mail,"(13, 2, 2009)",1234501200.0,,,,,,,American,"(13, 2, 2009)",1234501200,
240822,Yale University,Political Science,PhD,,Rejected,E-mail,"(12, 2, 2009)",1234414800.0,,,,,,,American,"(12, 2, 2009)",1234414800,cruel to make me wait so long
240850,Yale University,Political Science,PhD,,Rejected,Website,"(12, 2, 2009)",1234414800.0,,,,,,,American,"(12, 2, 2009)",1234414800,suck it
240881,Yale University,Political Science,PhD,,Accepted,E-mail,"(9, 2, 2009)",1234155600.0,,,,,,,American,"(12, 2, 2009)",1234414800,
240883,Yale University,Political Science,PhD,,Rejected,Website,"(12, 2, 2009)",1234414800.0,,,,,,,American,"(12, 2, 2009)",1234414800,"Why so late, Yale?"
241174,Yale University,Political Science,PhD,,Wait listed,E-mail,"(11, 2, 2009)",1234328400.0,,,,,,,American,"(11, 2, 2009)",1234328400,
241188,Yale University,Political Science,PhD,,Accepted,Website,"(9, 2, 2009)",1234155600.0,,,,,,,American,"(11, 2, 2009)",1234328400,received email with directions to log on to the application website for decision.
241415,Yale University,Political Science,PhD,,Other,E-mail,"(10, 2, 2009)",1234242000.0,,,,,,,American,"(10, 2, 2009)",1234242000,Recruitment dates are March 24-25
241506,Yale University,Political Science,PhD,,Accepted,E-mail,"(9, 2, 2009)",1234155600.0,,,,,,,International with US Degree,"(10, 2, 2009)",1234242000,
241509,Yale University,Political Science,PhD,,Accepted,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,,"(10, 2, 2009)",1234242000,
241610,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(9, 2, 2009)",1234155600,
241659,Yale University,Political Science,PhD,,Accepted,Website,"(9, 2, 2009)",1234155600.0,,,,,,,International with US Degree,"(9, 2, 2009)",1234155600,e-mail asking to check status on the website
241690,Yale University,Political Science,PhD,,Rejected,Website,"(9, 2, 2009)",1234155600.0,,,,,,,International,"(9, 2, 2009)",1234155600,"9500 for the grad school... Political science might be around 1500 applicants! First rejection, 7 to go!"
241713,Yale University,Political Science,PhD,,Accepted,Phone,"(9, 2, 2009)",1234155600.0,,,,,,,American,"(9, 2, 2009)",1234155600,somehow I doubt there were 9500 applicants...
241723,Yale University,Political Science,PhD,,Accepted,Website,"(9, 2, 2009)",1234155600.0,,,,,,,American,"(9, 2, 2009)",1234155600,link to application with decision. letter to follow via mail. no word on funding yet.
241740,Yale University,Political Science,PhD,,Accepted,Phone,"(9, 2, 2009)",1234155600.0,,,,,,,American,"(9, 2, 2009)",1234155600,Sorry splendid....
241885,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(8, 2, 2009)",1234069200,Letter from Dean of Grad School saying very high number of appl. this year
241950,Yale University,Political Science,PhD,,Accepted,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(7, 2, 2009)",1233982800,"the email said congrats, but there is no info on the website."
241985,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,International,"(7, 2, 2009)",1233982800,Shucks
241994,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,International,"(7, 2, 2009)",1233982800,Rejected! Feeling Down :(
242002,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2009)",1233982800.0,,,,,,,International,"(7, 2, 2009)",1233982800,expected this already.
242009,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,International with US Degree,"(7, 2, 2009)",1233982800,"Wasn't expecting much. 9,500 applicants!!!"
242060,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,
242092,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,International with US Degree,"(6, 2, 2009)",1233896400,"crushed. oh well, New Haven was fun while it lasted.."
242100,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,International,"(6, 2, 2009)",1233896400,"Here they come. 
At least the train of certainty is on its way."
242102,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,International with US Degree,"(6, 2, 2009)",1233896400,
242103,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,International,"(6, 2, 2009)",1233896400,blah blah blah.
242106,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,
242116,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,The firsr was a no :( but there are 10 more to come
242124,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,International with US Degree,"(6, 2, 2009)",1233896400,first reject.... waiting for more to come :(
242130,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,International with US Degree,"(6, 2, 2009)",1233896400,
242131,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,
242134,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,Email to check online status.
242135,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,International with US Degree,"(6, 2, 2009)",1233896400,
242145,Yale University,Political Science,PhD,,Accepted,Website,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,
242146,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,Poop
242150,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,International with US Degree,"(6, 2, 2009)",1233896400,No surprises here...
242151,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,,"(6, 2, 2009)",1233896400,
242154,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,Not so splendid!  Alas.
242159,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,
242164,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,Doh!
242166,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,
242167,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,
242168,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,
242169,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,1st rejection...smarts.
242170,Yale University,Political Science,PhD,,Rejected,Website,"(6, 2, 2009)",1233896400.0,,,,,,,American,"(6, 2, 2009)",1233896400,"Darn, first rejection"
251510,Yale University,Political Science,PhD,,Rejected,E-mail,"(18, 2, 2008)",1203310800.0,,,,,,,,"(6, 3, 2008)",1204779600,Directed to website for the rejection.
252250,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2008)",1202360400.0,,,,,,,International,"(5, 3, 2008)",1204693200,Expected
256444,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2008)",1202360400.0,,,,,,,International,"(19, 2, 2008)",1203397200,
257124,Yale University,Political Science,PhD,,Rejected,E-mail,"(15, 2, 2008)",1203051600.0,,,,,,,,"(15, 2, 2008)",1203051600,They wanted a long time to ding me!  Oh well.  I guess they knew as well as I did this wasn't a match made in heaven.
257330,Yale University,Political Science,PhD,,Rejected,Other,"(7, 2, 2008)",1202360400.0,,,,,,,American,"(14, 2, 2008)",1202965200,Email which sent me to a link on my application with the decision
257743,Yale University,Political Science,PhD,,Rejected,E-mail,"(12, 2, 2008)",1202792400.0,,,,,,,American,"(12, 2, 2008)",1202792400,
257965,Yale University,Political Science,PhD,,Accepted,E-mail,"(11, 2, 2008)",1202706000.0,,,,,,,American,"(11, 2, 2008)",1202706000,
257979,Yale University,Political Science,PhD,,Accepted,Website,"(11, 2, 2008)",1202706000.0,,,,,,,American,"(11, 2, 2008)",1202706000,
257996,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2008)",1202360400.0,,,,,,,American,"(11, 2, 2008)",1202706000,
258004,Yale University,Political Science,PhD,,Rejected,Website,"(11, 2, 2008)",1202706000.0,,,,,,,International,"(11, 2, 2008)",1202706000,shit
258039,Yale University,Political Science,PhD,,Rejected,E-mail,"(10, 2, 2008)",1202619600.0,,,,,,,International with US Degree,"(9, 2, 2008)",1202533200,To those who got in congrat..You deserve it.
258187,Yale University,Political Science,PhD,,Accepted,E-mail,"(8, 2, 2008)",1202446800.0,,,,,,,American,"(8, 2, 2008)",1202446800,
258209,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2008)",1202360400.0,,,,,,,American,"(7, 2, 2008)",1202360400,"The standard e-mail leading to the application rejection link.  Less standard was the part of the rejection where they mentioned there were 8,600 applicants.  Eight thousand, six hundred."
258218,Yale University,Political Science,PhD,,Rejected,Website,"(8, 2, 2008)",1202446800.0,,,,,,,American,"(7, 2, 2008)",1202360400,
258223,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2008)",1202360400.0,,,,,,,American,"(7, 2, 2008)",1202360400,"E-mail, then referred to website."
258232,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2008)",1202360400.0,,,,,,,American,"(7, 2, 2008)",1202360400,
258235,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 2, 2008)",1202274000.0,,,,,,,American,"(7, 2, 2008)",1202360400,"Personal email, then the standard ""check the website"""
258241,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2008)",1202360400.0,,,,,,,International,"(7, 2, 2008)",1202360400,
258245,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2008)",1202360400.0,,,,,,,International with US Degree,"(7, 2, 2008)",1202360400,
258248,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2008)",1202360400.0,,,,,,,American,"(7, 2, 2008)",1202360400,"New Haven sucks, and so does everyone at Yale."
262004,Yale University,Political Science,PhD,,Rejected,Website,"(6, 3, 2007)",1173157200.0,,,,,,,American,"(6, 3, 2007)",1173157200,
262056,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 3, 2007)",1173157200.0,,,,,,,American,"(6, 3, 2007)",1173157200,Link to website
262069,Yale University,Political Science,PhD,,Rejected,E-mail,"(6, 3, 2007)",1173157200.0,,,,,,,American,"(6, 3, 2007)",1173157200,Link to website. Stupid Yale.
262373,Yale University,Political Science,PhD,,Rejected,Website,"(14, 2, 2007)",1171429200.0,,,,,,,American,"(5, 3, 2007)",1173070800,"New Haven is a miserable looking place, so at least I dont have to worry about spending a few years there"
263290,Yale University,Political Science,PhD,,Rejected,E-mail,"(9, 2, 2007)",1170997200.0,,,,,,,American,"(27, 2, 2007)",1172552400,Got excited bc it was early (usually means yes) bus alas...
263354,Yale University,Political Science,PhD,,Rejected,E-mail,"(27, 2, 2007)",1172552400.0,,,,,,,American,"(27, 2, 2007)",1172552400,
263355,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2007)",1172120400.0,,,,,,,American,"(27, 2, 2007)",1172552400,so sad!!!!!!1
263365,Yale University,POLITICAL SCIENCE,PhD,,Rejected,E-mail,"(27, 2, 2007)",1172552400.0,,,,,,,American,"(27, 2, 2007)",1172552400,kinda knew
263366,Yale University,Political Science,PhD,,Rejected,Website,"(27, 2, 2007)",1172552400.0,,,,,,,American,"(27, 2, 2007)",1172552400,change in website status
263367,Yale University,Political Science,PhD,,Rejected,Website,"(27, 2, 2007)",1172552400.0,,,,,,,American,"(27, 2, 2007)",1172552400,
263369,Yale University,Political Science,PhD,,Rejected,Website,"(27, 2, 2007)",1172552400.0,,,,,,,International,"(27, 2, 2007)",1172552400,
263370,Yale University,Political Science,PhD,,Rejected,Website,"(27, 2, 2007)",1172552400.0,,,,,,,International,"(27, 2, 2007)",1172552400,
263371,Yale University,Political Science,PhD,,Rejected,Website,"(27, 2, 2007)",1172552400.0,,,,,,,International,"(27, 2, 2007)",1172552400,
263372,Yale University,Political Science,PhD,,Rejected,E-mail,"(27, 2, 2007)",1172552400.0,,,,,,,American,"(27, 2, 2007)",1172552400,
263373,Yale University,Political Science,PhD,,Rejected,E-mail,"(27, 2, 2007)",1172552400.0,,,,,,,International with US Degree,"(27, 2, 2007)",1172552400,link to website
263376,Yale University,Political Science,PhD,,Rejected,E-mail,"(27, 2, 2007)",1172552400.0,,,,,,,American,"(27, 2, 2007)",1172552400,Link to the website
263377,Yale University,Political Science,PhD,,Rejected,E-mail,"(27, 2, 2007)",1172552400.0,,,,,,,American,"(27, 2, 2007)",1172552400,finally..........I was expecting that.no surprise for me at all
263378,Yale University,Political Science,PhD,,Rejected,E-mail,"(27, 2, 2007)",1172552400.0,,,,,,,American,"(27, 2, 2007)",1172552400,Why they take so long to make a desicion.........fuck you Yale
263424,Yale University,Political Science,PhD,,Wait listed,Postal Service,"(27, 2, 2007)",1172552400.0,,,,,,,American,"(27, 2, 2007)",1172552400,"Totally unexpected - I thought it would be a yes or no. Letter dated Feb. 16, postmarked Feb. 22."
263578,Yale University,Political Science,PhD,,Rejected,E-mail,"(8, 2, 2007)",1170910800.0,,,,,,,International with US Degree,"(26, 2, 2007)",1172466000,
263581,Yale University,Political Science,PhD,,Rejected,E-mail,"(8, 2, 2007)",1170910800.0,,,,,,,American,"(26, 2, 2007)",1172466000,good place the grad cafe.gflad to shar my information here
263582,Yale University,Political Science,PhD,,Other,,"(26, 2, 2007)",1172466000.0,,,,,,,American,"(26, 2, 2007)",1172466000,Same here...i don't know nothing..i feel that they already contact the people who got in.....they must be more neat with the admission process...
263584,Yale University,Political Science,PhD,,,,"(26, 2, 2007)",1172466000.0,,,,,,,Other,"(26, 2, 2007)",1172466000,"To the Yale folks:
I didn't receive a word from Yale. I saw some rejections and acceptances.....what does it means....I will call to know...is not good to make desicions in chunks and different ttimes...is very confusing...AT least they can explain why"
263587,Yale University,POlitical Science,PhD,,Rejected,Phone,"(26, 2, 2007)",1172466000.0,,,,,,,International,"(26, 2, 2007)",1172466000,called
263607,Yale University,Political Science,PhD,,Rejected,,"(23, 2, 2007)",1172206800.0,,,,,,,American,"(26, 2, 2007)",1172466000,
263644,Yale University,Political Science,PhD,,Accepted,E-mail,"(23, 2, 2007)",1172206800.0,,,,,,,International,"(25, 2, 2007)",1172379600,Cried and was shaking. First acceptance notification. Full funding 5 years (20k) + 3 summers a 3.5K. Additional email by staff member to congratulate me.
263686,Yale University,Political Science,PhD,,Rejected,E-mail,"(23, 2, 2007)",1172206800.0,,,,,,,International,"(24, 2, 2007)",1172293200,link to website
263689,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2007)",1172120400.0,,,,,,,American,"(24, 2, 2007)",1172293200,
263917,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2007)",1172120400.0,,,,,,,International with US Degree,"(23, 2, 2007)",1172206800,chunks................no fair
263925,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2007)",1170824400.0,,,,,,,American,"(23, 2, 2007)",1172206800,i did not know until today
263926,Yale University,Political Science,PhD,,Rejected,E-mail,"(23, 2, 2007)",1172206800.0,,,,,,,International with US Degree,"(23, 2, 2007)",1172206800,called admissions
264019,Yale University,Political Science,PhD,,Rejected,Other,"(22, 2, 2007)",1172120400.0,,,,,,,American,"(22, 2, 2007)",1172120400,called the department.......they already know the results
264022,Yale University,Political Science,PhD,,Other,E-mail,"(22, 2, 2007)",1172120400.0,,,,,,,American,"(22, 2, 2007)",1172120400,I received a rejection email on 02/08 (as did a friend of mine who applied to the same program).
264023,Yale University,Political Science,PhD,,Other,,"(22, 2, 2007)",1172120400.0,,,,,,,Other,"(22, 2, 2007)",1172120400,For those rejected: how did you find out? Email? I haven't received any word from Yale at all.
264025,Yale University,Political Science,PhD,,Rejected,Other,"(22, 2, 2007)",1172120400.0,,,,,,,International,"(22, 2, 2007)",1172120400,there it goes my safety
264028,Yale University,Political Science,PhD,,Rejected,Website,"(22, 2, 2007)",1172120400.0,,,,,,,International with US Degree,"(22, 2, 2007)",1172120400,no surprise
264029,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2007)",1172120400.0,,,,,,,American,"(22, 2, 2007)",1172120400,oh well..........fuck u Yale
264031,Yale University,Political Science,PhD,,Rejected,,"(22, 2, 2007)",1172120400.0,,,,,,,International,"(22, 2, 2007)",1172120400,
264043,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2007)",1170824400.0,,,,,,,International with US Degree,"(22, 2, 2007)",1172120400,
264067,Yale University,Political Science,PhD,,Accepted,E-mail,"(22, 2, 2007)",1172120400.0,,,,,,,American,"(22, 2, 2007)",1172120400,so excited
264069,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2007)",1170824400.0,,,,,,,,"(22, 2, 2007)",1172120400,
264078,Yale University,Political Science,PhD,,Accepted,Phone,"(22, 2, 2007)",1172120400.0,,,,,,,American,"(22, 2, 2007)",1172120400,Same acceptance date as last year.
264313,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2007)",1170824400.0,,,,,,,International,"(20, 2, 2007)",1171947600,doesnt matter
264469,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2007)",1170824400.0,,,,,,,American,"(17, 2, 2007)",1171688400,Link to website
264944,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2007)",1170824400.0,,,,,,,American,"(12, 2, 2007)",1171256400,
265126,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2007)",1170824400.0,,,,,,,American,"(8, 2, 2007)",1170910800,"new haven stinks anyway!
got an email linked to website. 9 to go..."
265153,Yale University,Political Science,PhD,,Rejected,Website,"(8, 2, 2007)",1170910800.0,,,,,,,International with US Degree,"(7, 2, 2007)",1170824400,
265165,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2007)",1170824400.0,,,,,,,International,"(7, 2, 2007)",1170824400,
265167,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2007)",1170824400.0,,,,,,,American,"(7, 2, 2007)",1170824400,
265175,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2007)",1170824400.0,,,,,,,American,"(7, 2, 2007)",1170824400,First response; no surprise I suppose...
265177,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2007)",1170824400.0,,,,,,,American,"(7, 2, 2007)",1170824400,
265178,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2007)",1170824400.0,,,,,,,American,"(7, 2, 2007)",1170824400,
265179,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2007)",1170824400.0,,,,,,,International with US Degree,"(7, 2, 2007)",1170824400,
265183,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2007)",1170824400.0,,,,,,,American,"(7, 2, 2007)",1170824400,
265185,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2007)",1170824400.0,,,,,,,International,"(7, 2, 2007)",1170824400,i 'sorta' expected this :)
